T_C;seria_Hmax_nom_A_per_m;branch;i;H_A_per_m;B_T
-20;10000;desc;188;-5345.8;-0.47185
-20;10000;desc;189;-5406.5;-0.47472
-20;10000;desc;190;-5467.3;-0.47794
-20;10000;desc;191;-5528.0;-0.48106
-20;10000;desc;192;-5588.8;-0.48566
-20;10000;desc;193;-5649.5;-0.49015
-20;10000;desc;194;-5710.3;-0.49409
-20;10000;desc;195;-5771.0;-0.49733
-20;10000;desc;196;-5831.7;-0.50056
-20;10000;desc;197;-5892.5;-0.50432
-20;10000;desc;198;-5953.2;-0.50778
-20;10000;desc;199;-6014.0;-0.51091
-20;10000;desc;200;-6074.7;-0.51422
-20;10000;asc;0;-6074.7;-0.51426
-20;10000;asc;1;-6014.0;-0.51163
-20;10000;asc;2;-5953.2;-0.50872
-20;10000;asc;3;-5892.5;-0.50571
-20;10000;asc;4;-5831.7;-0.50255
-20;10000;asc;5;-5771.0;-0.50020
-20;10000;asc;6;-5710.3;-0.49820
-20;10000;asc;7;-5649.5;-0.49556
-20;10000;asc;8;-5588.8;-0.49279
-20;10000;asc;9;-5528.0;-0.49137
-20;10000;asc;10;-5467.3;-0.48825
-20;10000;asc;11;-5406.5;-0.48469
-20;10000;asc;12;-5345.8;-0.48080
-20;10000;asc;13;-5285.0;-0.47778
-20;10000;asc;14;-5224.3;-0.47488
-20;10000;asc;15;-5163.5;-0.47142
-20;10000;asc;16;-5102.8;-0.46770
-20;10000;asc;17;-5042.0;-0.46417
-20;10000;asc;18;-4981.3;-0.46069
-20;10000;asc;19;-4920.5;-0.45796
-20;10000;asc;20;-4859.8;-0.45450
-20;10000;asc;21;-4799.0;-0.45063
-20;10000;asc;22;-4738.3;-0.44756
-20;10000;asc;23;-4677.5;-0.44417
-20;10000;asc;24;-4616.8;-0.44097
-20;10000;asc;25;-4556.1;-0.43767
-20;10000;asc;26;-4495.3;-0.43402
-20;10000;asc;27;-4434.6;-0.43042
-20;10000;asc;28;-4373.8;-0.42733
-20;10000;asc;29;-4313.1;-0.42457
-20;10000;asc;30;-4252.3;-0.42133
-20;10000;asc;31;-4191.6;-0.41835
-20;10000;asc;32;-4130.8;-0.41512
-20;10000;asc;33;-4070.1;-0.41140
-20;10000;asc;34;-4009.3;-0.40814
-20;10000;asc;35;-3948.6;-0.40470
-20;10000;asc;36;-3887.8;-0.40079
-20;10000;asc;37;-3827.1;-0.39711
-20;10000;asc;38;-3766.3;-0.39371
-20;10000;asc;39;-3705.6;-0.39033
-20;10000;asc;40;-3644.8;-0.38639
-20;10000;asc;41;-3584.1;-0.38218
-20;10000;asc;42;-3523.3;-0.37866
-20;10000;asc;43;-3462.6;-0.37402
-20;10000;asc;44;-3401.9;-0.37037
-20;10000;asc;45;-3341.1;-0.36665
-20;10000;asc;46;-3280.4;-0.36279
-20;10000;asc;47;-3219.6;-0.35916
-20;10000;asc;48;-3158.9;-0.35543
-20;10000;asc;49;-3098.1;-0.35165
-20;10000;asc;50;-3037.4;-0.34841
-20;10000;asc;51;-2976.6;-0.34513
-20;10000;asc;52;-2915.9;-0.34087
-20;10000;asc;53;-2855.1;-0.33690
-20;10000;asc;54;-2794.4;-0.33328
-20;10000;asc;55;-2733.6;-0.32891
-20;10000;asc;56;-2672.9;-0.32475
-20;10000;asc;57;-2612.1;-0.32083
-20;10000;asc;58;-2551.4;-0.31634
-20;10000;asc;59;-2490.6;-0.31139
-20;10000;asc;60;-2429.9;-0.30680
-20;10000;asc;61;-2369.1;-0.30300
-20;10000;asc;62;-2308.4;-0.29961
-20;10000;asc;63;-2247.7;-0.29540
-20;10000;asc;64;-2186.9;-0.28994
-20;10000;asc;65;-2126.2;-0.28537
-20;10000;asc;66;-2065.4;-0.28101
-20;10000;asc;67;-2004.7;-0.27705
-20;10000;asc;68;-1943.9;-0.27320
-20;10000;asc;69;-1883.2;-0.26817
-20;10000;asc;70;-1822.4;-0.26393
-20;10000;asc;71;-1761.7;-0.25972
-20;10000;asc;72;-1700.9;-0.25469
-20;10000;asc;73;-1640.2;-0.25008
-20;10000;asc;74;-1579.4;-0.24503
-20;10000;asc;75;-1518.7;-0.23949
-20;10000;asc;76;-1457.9;-0.23506
-20;10000;asc;77;-1397.2;-0.22976
-20;10000;asc;78;-1336.4;-0.22507
-20;10000;asc;79;-1275.7;-0.22085
-20;10000;asc;80;-1214.9;-0.21537
-20;10000;asc;81;-1154.2;-0.20990
-20;10000;asc;82;-1093.5;-0.20496
-20;10000;asc;83;-1032.7;-0.19977
-20;10000;asc;84;-972.0;-0.19409
-20;10000;asc;85;-911.2;-0.18899
-20;10000;asc;86;-850.5;-0.18340
-20;10000;asc;87;-789.7;-0.17763
-20;10000;asc;88;-729.0;-0.17226
-20;10000;asc;89;-668.2;-0.16720
-20;10000;asc;90;-607.5;-0.16179
-20;10000;asc;91;-546.7;-0.15491
-20;10000;asc;92;-486.0;-0.14745
-20;10000;asc;93;-425.2;-0.14152
-20;10000;asc;94;-364.5;-0.13558
-20;10000;asc;95;-303.7;-0.13000
-20;10000;asc;96;-243.0;-0.12324
-20;10000;asc;97;-182.2;-0.11721
-20;10000;asc;98;-121.5;-0.10964
-20;10000;asc;99;-60.7;-0.10226
-20;10000;asc;100;0.0;-0.09530
-20;10000;asc;101;60.7;-0.08807
-20;10000;asc;102;121.5;-0.08039
-20;10000;asc;103;182.2;-0.07338
-20;10000;asc;104;243.0;-0.06319
-20;10000;asc;105;303.7;-0.05381
-20;10000;asc;106;364.5;-0.04503
-20;10000;asc;107;425.2;-0.03566
-20;10000;asc;108;486.0;-0.02413
-20;10000;asc;109;546.7;-0.01326
-20;10000;asc;110;607.5;-0.00136
-20;10000;asc;111;668.2;0.01230
-20;10000;asc;112;729.0;0.02315
-20;10000;asc;113;789.7;0.03829
-20;10000;asc;114;850.5;0.05047
-20;10000;asc;115;911.2;0.06318
-20;10000;asc;116;972.0;0.07630
-20;10000;asc;117;1032.7;0.08751
-20;10000;asc;118;1093.5;0.09736
-20;10000;asc;119;1154.2;0.10832
-20;10000;asc;120;1214.9;0.11848
-20;10000;asc;121;1275.7;0.12746
-20;10000;asc;122;1336.4;0.13883
-20;10000;asc;123;1397.2;0.14749
-20;10000;asc;124;1457.9;0.15509
-20;10000;asc;125;1518.7;0.16462
-20;10000;asc;126;1579.4;0.17187
-20;10000;asc;127;1640.2;0.18137
-20;10000;asc;128;1700.9;0.18898
-20;10000;asc;129;1761.7;0.19660
-20;10000;asc;130;1822.4;0.20287
-20;10000;asc;131;1883.2;0.20969
-20;10000;asc;132;1943.9;0.21740
-20;10000;asc;133;2004.7;0.22500
-20;10000;asc;134;2065.4;0.23041
-20;10000;asc;135;2126.2;0.23666
-20;10000;asc;136;2186.9;0.24239
-20;10000;asc;137;2247.7;0.24773
-20;10000;asc;138;2308.4;0.25365
-20;10000;asc;139;2369.1;0.26002
-20;10000;asc;140;2429.9;0.26503
-20;10000;asc;141;2490.6;0.27138
-20;10000;asc;142;2551.4;0.27694
-20;10000;asc;143;2612.1;0.28270
-20;10000;asc;144;2672.9;0.28836
-20;10000;asc;145;2733.6;0.29398
-20;10000;asc;146;2794.4;0.29980
-20;10000;asc;147;2855.1;0.30439
-20;10000;asc;148;2915.9;0.30869
-20;10000;asc;149;2976.6;0.31293
-20;10000;asc;150;3037.4;0.31805
-20;10000;asc;151;3098.1;0.32301
-20;10000;asc;152;3158.9;0.32853
-20;10000;asc;153;3219.6;0.33282
-20;10000;asc;154;3280.4;0.33702
-20;10000;asc;155;3341.1;0.34079
-20;10000;asc;156;3401.9;0.34611
-20;10000;asc;157;3462.6;0.35054
-20;10000;asc;158;3523.3;0.35505
-20;10000;asc;159;3584.1;0.35920
-20;10000;asc;160;3644.8;0.36396
-20;10000;asc;161;3705.6;0.36863
-20;10000;asc;162;3766.3;0.37364
-20;10000;asc;163;3827.1;0.37763
-20;10000;asc;164;3887.8;0.38086
-20;10000;asc;165;3948.6;0.38485
-20;10000;asc;166;4009.3;0.38875
-20;10000;asc;167;4070.1;0.39227
-20;10000;asc;168;4130.8;0.39721
-20;10000;asc;169;4191.6;0.40249
-20;10000;asc;170;4252.3;0.40569
-20;10000;asc;171;4313.1;0.40962
-20;10000;asc;172;4373.8;0.41321
-20;10000;asc;173;4434.6;0.41706
-20;10000;asc;174;4495.3;0.42101
-20;10000;asc;175;4556.1;0.42528
-20;10000;asc;176;4616.8;0.42922
-20;10000;asc;177;4677.5;0.43286
-20;10000;asc;178;4738.3;0.43657
-20;10000;asc;179;4799.0;0.44041
-20;10000;asc;180;4859.8;0.44433
-20;10000;asc;181;4920.5;0.44786
-20;10000;asc;182;4981.3;0.45184
-20;10000;asc;183;5042.0;0.45483
-20;10000;asc;184;5102.8;0.45847
-20;10000;asc;185;5163.5;0.46204
-20;10000;asc;186;5224.3;0.46576
-20;10000;asc;187;5285.0;0.46931
-20;10000;asc;188;5345.8;0.47273
-20;10000;asc;189;5406.5;0.47611
-20;10000;asc;190;5467.3;0.47988
-20;10000;asc;191;5528.0;0.48446
-20;10000;asc;192;5588.8;0.48829
-20;10000;asc;193;5649.5;0.49222
-20;10000;asc;194;5710.3;0.49667
-20;10000;asc;195;5771.0;0.50039
-20;10000;asc;196;5831.7;0.50360
-20;10000;asc;197;5892.5;0.50675
-20;10000;asc;198;5953.2;0.50982
-20;10000;asc;199;6014.0;0.51287
-20;10000;asc;200;6074.7;0.51584
-30;10000;desc;0;6082.2;0.66490
-30;10000;desc;1;6021.4;0.66155
-30;10000;desc;2;5960.6;0.65742
-30;10000;desc;3;5899.8;0.65387
-30;10000;desc;4;5838.9;0.65007
-30;10000;desc;5;5778.1;0.64646
-30;10000;desc;6;5717.3;0.64336
-30;10000;desc;7;5656.5;0.64023
-30;10000;desc;8;5595.7;0.63680
-30;10000;desc;9;5534.8;0.63640
-30;10000;desc;10;5474.0;0.63494
-30;10000;desc;11;5413.2;0.62819
-30;10000;desc;12;5352.4;0.62203
-30;10000;desc;13;5291.5;0.61729
-30;10000;desc;14;5230.7;0.61265
-30;10000;desc;15;5169.9;0.60859
-30;10000;desc;16;5109.1;0.60534
-30;10000;desc;17;5048.3;0.60219
-30;10000;desc;18;4987.4;0.59845
-30;10000;desc;19;4926.6;0.59382
-30;10000;desc;20;4865.8;0.58908
-30;10000;desc;21;4805.0;0.58493
-30;10000;desc;22;4744.1;0.58175
-30;10000;desc;23;4683.3;0.57833
-30;10000;desc;24;4622.5;0.57397
-30;10000;desc;25;4561.7;0.56913
-30;10000;desc;26;4500.9;0.56471
-30;10000;desc;27;4440.0;0.56109
-30;10000;desc;28;4379.2;0.55758
-30;10000;desc;29;4318.4;0.55252
-30;10000;desc;30;4257.6;0.54773
-30;10000;desc;31;4196.7;0.54379
-30;10000;desc;32;4135.9;0.53959
-30;10000;desc;33;4075.1;0.53509
-30;10000;desc;34;4014.3;0.53098
-30;10000;desc;35;3953.5;0.52735
-30;10000;desc;36;3892.6;0.52364
-30;10000;desc;37;3831.8;0.51943
-30;10000;desc;38;3771.0;0.51495
-30;10000;desc;39;3710.2;0.51024
-30;10000;desc;40;3649.3;0.50550
-30;10000;desc;41;3588.5;0.50094
-30;10000;desc;42;3527.7;0.49635
-30;10000;desc;43;3466.9;0.49132
-30;10000;desc;44;3406.1;0.48633
-30;10000;desc;45;3345.2;0.48247
-30;10000;desc;46;3284.4;0.47904
-30;10000;desc;47;3223.6;0.47341
-30;10000;desc;48;3162.8;0.46825
-30;10000;desc;49;3101.9;0.46392
-30;10000;desc;50;3041.1;0.45806
-30;10000;desc;51;2980.3;0.45212
-30;10000;desc;52;2919.5;0.44703
-30;10000;desc;53;2858.6;0.44266
-30;10000;desc;54;2797.8;0.43797
-30;10000;desc;55;2737.0;0.43226
-30;10000;desc;56;2676.2;0.42633
-30;10000;desc;57;2615.4;0.42126
-30;10000;desc;58;2554.5;0.41708
-30;10000;desc;59;2493.7;0.41268
-30;10000;desc;60;2432.9;0.40667
-30;10000;desc;61;2372.1;0.40113
-30;10000;desc;62;2311.2;0.39620
-30;10000;desc;63;2250.4;0.39275
-30;10000;desc;64;2189.6;0.38717
-30;10000;desc;65;2128.8;0.37983
-30;10000;desc;66;2068.0;0.37374
-30;10000;desc;67;2007.1;0.36837
-30;10000;desc;68;1946.3;0.36225
-30;10000;desc;69;1885.5;0.35554
-30;10000;desc;70;1824.7;0.35024
-30;10000;desc;71;1763.8;0.34567
-30;10000;desc;72;1703.0;0.33973
-30;10000;desc;73;1642.2;0.33409
-30;10000;desc;74;1581.4;0.32842
-30;10000;desc;75;1520.6;0.32199
-30;10000;desc;76;1459.7;0.31556
-30;10000;desc;77;1398.9;0.30966
-30;10000;desc;78;1338.1;0.30259
-30;10000;desc;79;1277.3;0.29621
-30;10000;desc;80;1216.4;0.28947
-30;10000;desc;81;1155.6;0.28352
-30;10000;desc;82;1094.8;0.27726
-30;10000;desc;83;1034.0;0.27100
-30;10000;desc;84;973.2;0.26524
-30;10000;desc;85;912.3;0.25743
-30;10000;desc;86;851.5;0.24951
-30;10000;desc;87;790.7;0.24229
-30;10000;desc;88;729.9;0.23657
-30;10000;desc;89;669.0;0.23003
-30;10000;desc;90;608.2;0.22199
-30;10000;desc;91;547.4;0.21345
-30;10000;desc;92;486.6;0.20508
-30;10000;desc;93;425.8;0.19821
-30;10000;desc;94;364.9;0.19112
-30;10000;desc;95;304.1;0.18121
-30;10000;desc;96;243.3;0.17239
-30;10000;desc;97;182.5;0.16383
-30;10000;desc;98;121.6;0.15450
-30;10000;desc;99;60.8;0.14721
-30;10000;desc;100;0.0;0.14007
-30;10000;desc;101;-60.8;0.12882
-30;10000;desc;102;-121.6;0.11892
-30;10000;desc;103;-182.5;0.10844
-30;10000;desc;104;-243.3;0.09713
-30;10000;desc;105;-304.1;0.08443
-30;10000;desc;106;-364.9;0.07260
-30;10000;desc;107;-425.8;0.05879
-30;10000;desc;108;-486.6;0.04386
-30;10000;desc;109;-547.4;0.02943
-30;10000;desc;110;-608.2;0.01488
-30;10000;desc;111;-669.0;-0.00388
-30;10000;desc;112;-729.9;-0.02108
-30;10000;desc;113;-790.7;-0.03951
-30;10000;desc;114;-851.5;-0.05651
-30;10000;desc;115;-912.3;-0.07269
-30;10000;desc;116;-973.2;-0.09065
-30;10000;desc;117;-1034.0;-0.10769
-30;10000;desc;118;-1094.8;-0.12189
-30;10000;desc;119;-1155.6;-0.13647
-30;10000;desc;120;-1216.4;-0.14845
-30;10000;desc;121;-1277.3;-0.16142
-30;10000;desc;122;-1338.1;-0.17551
-30;10000;desc;123;-1398.9;-0.18857
-30;10000;desc;124;-1459.7;-0.19984
-30;10000;desc;125;-1520.6;-0.21176
-30;10000;desc;126;-1581.4;-0.22248
-30;10000;desc;127;-1642.2;-0.23384
-30;10000;desc;128;-1703.0;-0.24378
-30;10000;desc;129;-1763.8;-0.25269
-30;10000;desc;130;-1824.7;-0.26130
-30;10000;desc;131;-1885.5;-0.27004
-30;10000;desc;132;-1946.3;-0.27839
-30;10000;desc;133;-2007.1;-0.28542
-30;10000;desc;134;-2068.0;-0.29489
-30;10000;desc;135;-2128.8;-0.30488
-30;10000;desc;136;-2189.6;-0.31252
-30;10000;desc;137;-2250.4;-0.32070
-30;10000;desc;138;-2311.2;-0.32810
-30;10000;desc;139;-2372.1;-0.33557
-30;10000;desc;140;-2432.9;-0.34315
-30;10000;desc;141;-2493.7;-0.35016
-30;10000;desc;142;-2554.5;-0.35776
-30;10000;desc;143;-2615.4;-0.36527
-30;10000;desc;144;-2676.2;-0.37230
-30;10000;desc;145;-2737.0;-0.37922
-30;10000;desc;146;-2797.8;-0.38703
-30;10000;desc;147;-2858.6;-0.39421
-30;10000;desc;148;-2919.5;-0.39917
-30;10000;desc;149;-2980.3;-0.40453
-30;10000;desc;150;-3041.1;-0.41165
-30;10000;desc;151;-3101.9;-0.41789
-30;10000;desc;152;-3162.8;-0.42408
-30;10000;desc;153;-3223.6;-0.43020
-30;10000;desc;154;-3284.4;-0.43651
-30;10000;desc;155;-3345.2;-0.44192
-30;10000;desc;156;-3406.1;-0.44671
-30;10000;desc;157;-3466.9;-0.45288
-30;10000;desc;158;-3527.7;-0.45879
-30;10000;desc;159;-3588.5;-0.46529
-30;10000;desc;160;-3649.3;-0.47102
-30;10000;desc;161;-3710.2;-0.47652
-30;10000;desc;162;-3771.0;-0.48222
-30;10000;desc;163;-3831.8;-0.48791
-30;10000;desc;164;-3892.6;-0.49312
-30;10000;desc;165;-3953.5;-0.49750
-30;10000;desc;166;-4014.3;-0.50165
-30;10000;desc;167;-4075.1;-0.50642
-30;10000;desc;168;-4135.9;-0.51341
-30;10000;desc;169;-4196.7;-0.51959
-30;10000;desc;170;-4257.6;-0.52359
-30;10000;desc;171;-4318.4;-0.52840
-30;10000;desc;172;-4379.2;-0.53314
-30;10000;desc;173;-4440.0;-0.53775
-30;10000;desc;174;-4500.9;-0.54273
-30;10000;desc;175;-4561.7;-0.54793
-30;10000;desc;176;-4622.5;-0.55306
-30;10000;desc;177;-4683.3;-0.55785
-30;10000;desc;178;-4744.1;-0.56155
-30;10000;desc;179;-4805.0;-0.56378
-30;10000;desc;180;-4865.8;-0.56895
-30;10000;desc;181;-4926.6;-0.57568
-30;10000;desc;182;-4987.4;-0.58086
-30;10000;desc;183;-5048.3;-0.58626
-30;10000;desc;184;-5109.1;-0.59105
-30;10000;desc;185;-5169.9;-0.59584
-30;10000;desc;186;-5230.7;-0.60012
-30;10000;desc;187;-5291.5;-0.60411
-30;10000;desc;188;-5352.4;-0.60828
-30;10000;desc;189;-5413.2;-0.61228
-30;10000;desc;190;-5474.0;-0.61699
-30;10000;desc;191;-5534.8;-0.62237
-30;10000;desc;192;-5595.7;-0.62669
-30;10000;desc;193;-5656.5;-0.63083
-30;10000;desc;194;-5717.3;-0.63490
-30;10000;desc;195;-5778.1;-0.63933
-30;10000;desc;196;-5838.9;-0.64378
-30;10000;desc;197;-5899.8;-0.64788
-30;10000;desc;198;-5960.6;-0.65188
-30;10000;desc;199;-6021.4;-0.65572
-30;10000;desc;200;-6082.2;-0.66035
-30;10000;asc;0;-6082.2;-0.66035
-30;10000;asc;1;-6021.4;-0.65680
-30;10000;asc;2;-5960.6;-0.65294
-30;10000;asc;3;-5899.8;-0.64907
-30;10000;asc;4;-5838.9;-0.64521
-30;10000;asc;5;-5778.1;-0.64149
-30;10000;asc;6;-5717.3;-0.63809
-30;10000;asc;7;-5656.5;-0.63502
-30;10000;asc;8;-5595.7;-0.63233
-30;10000;asc;9;-5534.8;-0.62965
-30;10000;asc;10;-5474.0;-0.62443
-30;10000;asc;11;-5413.2;-0.62121
-30;10000;asc;12;-5352.4;-0.61845
-30;10000;asc;13;-5291.5;-0.61447
-30;10000;asc;14;-5230.7;-0.60979
-30;10000;asc;15;-5169.9;-0.60608
-30;10000;asc;16;-5109.1;-0.60224
-30;10000;asc;17;-5048.3;-0.59801
-30;10000;asc;18;-4987.4;-0.59362
-30;10000;asc;19;-4926.6;-0.59003
-30;10000;asc;20;-4865.8;-0.58604
-30;10000;asc;21;-4805.0;-0.58207
-30;10000;asc;22;-4744.1;-0.57821
-30;10000;asc;23;-4683.3;-0.57433
-30;10000;asc;24;-4622.5;-0.57045
-30;10000;asc;25;-4561.7;-0.56567
-30;10000;asc;26;-4500.9;-0.55988
-30;10000;asc;27;-4440.0;-0.55515
-30;10000;asc;28;-4379.2;-0.55130
-30;10000;asc;29;-4318.4;-0.54915
-30;10000;asc;30;-4257.6;-0.54585
-30;10000;asc;31;-4196.7;-0.53984
-30;10000;asc;32;-4135.9;-0.53433
-30;10000;asc;33;-4075.1;-0.53089
-30;10000;asc;34;-4014.3;-0.52727
-30;10000;asc;35;-3953.5;-0.52244
-30;10000;asc;36;-3892.6;-0.51727
-30;10000;asc;37;-3831.8;-0.51343
-30;10000;asc;38;-3771.0;-0.50956
-30;10000;asc;39;-3710.2;-0.50487
-30;10000;asc;40;-3649.3;-0.50022
-30;10000;asc;41;-3588.5;-0.49529
-30;10000;asc;42;-3527.7;-0.49014
-30;10000;asc;43;-3466.9;-0.48496
-30;10000;asc;44;-3406.1;-0.47992
-30;10000;asc;45;-3345.2;-0.47563
-30;10000;asc;46;-3284.4;-0.47181
-30;10000;asc;47;-3223.6;-0.46682
-30;10000;asc;48;-3162.8;-0.46099
-30;10000;asc;49;-3101.9;-0.45537
-30;10000;asc;50;-3041.1;-0.45055
-30;10000;asc;51;-2980.3;-0.44554
-30;10000;asc;52;-2919.5;-0.44013
-30;10000;asc;53;-2858.6;-0.43572
-30;10000;asc;54;-2797.8;-0.43134
-30;10000;asc;55;-2737.0;-0.42610
-30;10000;asc;56;-2676.2;-0.42075
-30;10000;asc;57;-2615.4;-0.41572
-30;10000;asc;58;-2554.5;-0.41052
-30;10000;asc;59;-2493.7;-0.40478
-30;10000;asc;60;-2432.9;-0.39905
-30;10000;asc;61;-2372.1;-0.39418
-30;10000;asc;62;-2311.2;-0.38844
-30;10000;asc;63;-2250.4;-0.38334
-30;10000;asc;64;-2189.6;-0.37813
-30;10000;asc;65;-2128.8;-0.37239
-30;10000;asc;66;-2068.0;-0.36590
-30;10000;asc;67;-2007.1;-0.35967
-30;10000;asc;68;-1946.3;-0.35364
-30;10000;asc;69;-1885.5;-0.34754
-30;10000;asc;70;-1824.7;-0.34177
-30;10000;asc;71;-1763.8;-0.33580
-30;10000;asc;72;-1703.0;-0.32944
-30;10000;asc;73;-1642.2;-0.32368
-30;10000;asc;74;-1581.4;-0.31800
-30;10000;asc;75;-1520.6;-0.31159
-30;10000;asc;76;-1459.7;-0.30502
-30;10000;asc;77;-1398.9;-0.29814
-30;10000;asc;78;-1338.1;-0.29086
-30;10000;asc;79;-1277.3;-0.28515
-30;10000;asc;80;-1216.4;-0.27883
-30;10000;asc;81;-1155.6;-0.27170
-30;10000;asc;82;-1094.8;-0.26484
-30;10000;asc;83;-1034.0;-0.25930
-30;10000;asc;84;-973.2;-0.25269
-30;10000;asc;85;-912.3;-0.24563
-30;10000;asc;86;-851.5;-0.23758
-30;10000;asc;87;-790.7;-0.23025
-30;10000;asc;88;-729.9;-0.22318
-30;10000;asc;89;-669.0;-0.21448
-30;10000;asc;90;-608.2;-0.20827
-30;10000;asc;91;-547.4;-0.19983
-30;10000;asc;92;-486.6;-0.19175
-30;10000;asc;93;-425.8;-0.18406
-30;10000;asc;94;-364.9;-0.17543
-30;10000;asc;95;-304.1;-0.16784
-30;10000;asc;96;-243.3;-0.15909
-30;10000;asc;97;-182.5;-0.14925
-30;10000;asc;98;-121.6;-0.13981
-30;10000;asc;99;-60.8;-0.12954
-30;10000;asc;100;0.0;-0.11934
-30;10000;asc;101;60.8;-0.10963
-30;10000;asc;102;121.6;-0.09960
-30;10000;asc;103;182.5;-0.08871
-30;10000;asc;104;243.3;-0.07689
-30;10000;asc;105;304.1;-0.06307
-30;10000;asc;106;364.9;-0.04968
-30;10000;asc;107;425.8;-0.03498
-30;10000;asc;108;486.6;-0.01835
-30;10000;asc;109;547.4;-0.00138
-30;10000;asc;110;608.2;0.01526
-30;10000;asc;111;669.0;0.03200
-30;10000;asc;112;729.9;0.05137
-30;10000;asc;113;790.7;0.07044
-30;10000;asc;114;851.5;0.08655
-30;10000;asc;115;912.3;0.10385
-30;10000;asc;116;973.2;0.11934
-30;10000;asc;117;1034.0;0.13272
-30;10000;asc;118;1094.8;0.14774
-30;10000;asc;119;1155.6;0.16121
-30;10000;asc;120;1216.4;0.17428
-30;10000;asc;121;1277.3;0.18593
-30;10000;asc;122;1338.1;0.19803
-30;10000;asc;123;1398.9;0.20955
-30;10000;asc;124;1459.7;0.22041
-30;10000;asc;125;1520.6;0.23120
-30;10000;asc;126;1581.4;0.24085
-30;10000;asc;127;1642.2;0.25047
-30;10000;asc;128;1703.0;0.26040
-30;10000;asc;129;1763.8;0.26845
-30;10000;asc;130;1824.7;0.27809
-30;10000;asc;131;1885.5;0.28676
-30;10000;asc;132;1946.3;0.29583
-30;10000;asc;133;2007.1;0.30441
-30;10000;asc;134;2068.0;0.31230
-30;10000;asc;135;2128.8;0.31948
-30;10000;asc;136;2189.6;0.32674
-30;10000;asc;137;2250.4;0.33503
-30;10000;asc;138;2311.2;0.34201
-30;10000;asc;139;2372.1;0.34892
-30;10000;asc;140;2432.9;0.35707
-30;10000;asc;141;2493.7;0.36461
-30;10000;asc;142;2554.5;0.37109
-30;10000;asc;143;2615.4;0.37698
-30;10000;asc;144;2676.2;0.38360
-30;10000;asc;145;2737.0;0.38964
-30;10000;asc;146;2797.8;0.39357
-30;10000;asc;147;2858.6;0.39863
-30;10000;asc;148;2919.5;0.40802
-30;10000;asc;149;2980.3;0.41428
-30;10000;asc;150;3041.1;0.42032
-30;10000;asc;151;3101.9;0.42728
-30;10000;asc;152;3162.8;0.43300
-30;10000;asc;153;3223.6;0.43844
-30;10000;asc;154;3284.4;0.44401
-30;10000;asc;155;3345.2;0.44929
-30;10000;asc;156;3406.1;0.45488
-30;10000;asc;157;3466.9;0.46075
-30;10000;asc;158;3527.7;0.46626
-30;10000;asc;159;3588.5;0.47120
-30;10000;asc;160;3649.3;0.47696
-30;10000;asc;161;3710.2;0.48255
-30;10000;asc;162;3771.0;0.48919
-30;10000;asc;163;3831.8;0.49509
-30;10000;asc;164;3892.6;0.49964
-30;10000;asc;165;3953.5;0.50388
-30;10000;asc;166;4014.3;0.50855
-30;10000;asc;167;4075.1;0.51341
-30;10000;asc;168;4135.9;0.51816
-30;10000;asc;169;4196.7;0.52418
-30;10000;asc;170;4257.6;0.52919
-30;10000;asc;171;4318.4;0.53430
-30;10000;asc;172;4379.2;0.53796
-30;10000;asc;173;4440.0;0.54238
-30;10000;asc;174;4500.9;0.54734
-30;10000;asc;175;4561.7;0.55185
-30;10000;asc;176;4622.5;0.55650
-30;10000;asc;177;4683.3;0.56178
-30;10000;asc;178;4744.1;0.56721
-30;10000;asc;179;4805.0;0.57225
-30;10000;asc;180;4865.8;0.57648
-30;10000;asc;181;4926.6;0.58062
-30;10000;asc;182;4987.4;0.58509
-30;10000;asc;183;5048.3;0.58955
-30;10000;asc;184;5109.1;0.59411
-30;10000;asc;185;5169.9;0.59839
-30;10000;asc;186;5230.7;0.60261
-30;10000;asc;187;5291.5;0.60710
-30;10000;asc;188;5352.4;0.61185
-30;10000;asc;189;5413.2;0.61621
-30;10000;asc;190;5474.0;0.61968
-30;10000;asc;191;5534.8;0.62389
-30;10000;asc;192;5595.7;0.62843
-30;10000;asc;193;5656.5;0.63429
-30;10000;asc;194;5717.3;0.63987
-30;10000;asc;195;5778.1;0.64424
-30;10000;asc;196;5838.9;0.64834
-30;10000;asc;197;5899.8;0.65229
-30;10000;asc;198;5960.6;0.65596
-30;10000;asc;199;6021.4;0.66020
-30;10000;asc;200;6082.2;0.66489
-30;90000;desc;0;54704.8;1.54502
-30;90000;desc;1;53982.0;1.54238
-30;90000;desc;2;53338.2;1.54069
-30;90000;desc;3;52694.0;1.53889
-30;90000;desc;4;52050.1;1.53699
-30;90000;desc;5;51406.6;1.53555
-30;90000;desc;6;50762.2;1.53459
-30;90000;desc;7;50118.6;1.53314
-30;90000;desc;8;49472.3;1.53452
-30;90000;desc;9;48827.5;1.53327
-30;90000;desc;10;48184.8;1.53021
-30;90000;desc;11;47541.7;1.52728
-30;90000;desc;12;46897.2;1.52555
-30;90000;desc;13;46254.4;1.52251
-30;90000;desc;14;45609.3;1.52130
-30;90000;desc;15;44967.2;1.51779
-30;90000;desc;16;44322.0;1.51674
-30;90000;desc;17;43679.7;1.51334
-30;90000;desc;18;43035.3;1.51141
-30;90000;desc;19;42393.6;1.50770
-30;90000;desc;20;41751.0;1.50443
-30;90000;desc;21;41106.4;1.50275
-30;90000;desc;22;40464.1;1.49933
